GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M,Unnamed: 130
860Z200US95254,ZCTA5 95254,167,95,0.0,22.2,0.0,22.2,0.0,22.2,0.0,22.2,38.3,43.9,12.6,17.9,9.6,16.9,30.5,30.6,9.0,14.9,0.0,22.2,72188,66869,86827,33600,46.1,(X),(X),(X),(X),(X),103,58,0.0,32.4,0.0,32.4,0.0,32.4,0.0,32.4,0.0,32.4,20.4,23.0,15.5,24.9,49.5,32.7,14.6,21.2,0.0,32.4,112788,42396,114781,21366,(X),(X),12.6,(X),(X),(X),103,58,0.0,32.4,0.0,32.4,0.0,32.4,0.0,32.4,0.0,32.4,20.4,23.0,15.5,24.9,49.5,32.7,14.6,21.2,0.0,32.4,112788,42396,N,N,(X),(X),(X),(X),(X),(X),64,94,0.0,42.4,0.0,42.4,0.0,42.4,0.0,42.4,100.0,42.4,0.0,42.4,0.0,42.4,0.0,42.4,0.0,42.4,0.0,42.4,-,**,N,N,(X),(X),(X),(X),100.0,(X),
860Z200US95834,ZCTA5 95834,12598,615,2.8,1.1,2.6,1.2,6.8,2.3,4.1,1.5,10.0,2.7,11.0,1.9,14.2,3.2,24.9,3.9,10.7,2.2,12.9,2.8,98169,6802,115913,7942,36.7,(X),(X),(X),(X),(X),8181,539,1.8,1.0,2.2,1.4,5.0,2.2,5.1,2.3,10.5,3.9,9.3,2.0,11.7,3.6,27.9,5.3,12.4,3.3,14.0,3.4,108356,8713,123141,10300,(X),(X),41.6,(X),(X),(X),5871,517,1.0,0.7,0.7,0.8,4.4,2.6,2.7,1.7,5.6,2.0,10.3,2.5,11.6,4.2,32.7,6.3,12.7,3.4,18.1,4.6,117701,7628,N,N,(X),(X),(X),(X),(X),(X),4417,547,4.5,2.4,3.2,2.4,10.1,4.6,5.0,2.8,11.3,6.2,17.1,4.4,15.3,5.0,18.1,4.9,7.9,3.3,7.4,3.7,73508,12770,91254,10513,(X),(X),(X),(X),25.4,(X),
860Z200US85654,ZCTA5 85654,0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X),
860Z200US66039,ZCTA5 66039,327,101,5.8,3.8,0.6,1.0,25.1,14.6,8.3,6.9,6.1,6.4,24.8,13.7,20.5,13.6,4.3,3.2,3.1,2.7,1.5,2.2,56369,11926,58723,9161,22.9,(X),(X),(X),(X),(X),242,98,5.0,4.3,0.0,11.6,29.3,19.4,4.5,6.6,0.4,1.4,32.6,16.2,17.4,12.5,4.5,3.8,4.1,3.8,2.1,3.0,57963,6635,61780,11534,(X),(X),23.6,(X),(X),(X),161,76,1.9,3.0,0.0,16.9,14.3,16.6,6.8,9.2,0.6,2.2,36.6,18.2,24.2,15.7,6.8,6.0,6.2,5.8,2.5,4.6,62014,17142,N,N,(X),(X),(X),(X),(X),(X),85,45,8.2,8.6,2.4,4.3,12.9,14.5,18.8,20.7,22.4,20.5,2.4,4.7,29.4,36.0,3.5,6.4,0.0,28.9,0.0,28.9,40750,32436,50019,20128,(X),(X),(X),(X),21.2,(X),
860Z200US73135,ZCTA5 73135,8906,573,6.9,3.1,2.7,1.7,6.1,2.6,7.4,2.6,11.3,4.1,21.1,4.2,18.4,4.3,17.6,3.5,5.4,1.1,3.2,1.6,67464,8541,77162,4953,43.5,(X),(X),(X),(X),(X),5582,529,7.0,3.1,2.1,2.2,5.7,3.3,5.3,2.5,11.2,4.2,19.2,4.4,17.0,4.6,21.8,5.5,6.5,1.8,4.1,2.4,74375,9050,83562,6803,(X),(X),42.4,(X),(X),(X),3476,436,3.7,2.8,0.6,1.0,3.7,3.0,4.4,2.6,5.5,2.8,25.3,5.5,19.7,5.1,22.1,6.0,8.9,2.6,6.2,3.6,83995,9801,N,N,(X),(X),(X),(X),(X),(X),3324,405,9.1,6.8,2.2,2.1,6.9,4.1,11.0,6.0,13.5,7.2,22.6,8.0,20.3,7.4,9.5,4.4,3.6,2.1,1.2,1.4,54561,18253,63914,7144,(X),(X),(X),(X),42.8,(X),
860Z200US62992,ZCTA5 62992,292,66,7.9,8.6,0.7,1.4,8.9,7.6,5.5,4.7,3.8,3.9,23.3,14.2,25.3,14.3,22.3,12.6,1.4,2.3,1.0,1.6,75000,12818,73419,10252,60.3,(X),(X),(X),(X),(X),210,68,0.0,15.3,0.0,15.3,1.4,2.1,3.3,4.8,4.8,5.6,24.8,14.3,34.8,18.7,31.0,17.0,0.0,15.3,0.0,15.3,81250,16225,86108,9651,(X),(X),64.8,(X),(X),(X),178,65,0.0,17.8,0.0,17.8,0.6,1.0,3.9,5.8,2.8,4.6,18.5,13.4,37.6,21.1,36.5,19.8,0.0,17.8,0.0,17.8,89688,17578,N,N,(X),(X),(X),(X),(X),(X),82,39,28.0,28.2,2.4,5.2,28.0,23.1,11.0,10.6,1.2,2.5,19.5,24.3,1.2,2.9,0.0,33.2,4.9,7.9,3.7,5.4,24125,19698,40923,23217,(X),(X),(X),(X),48.8,(X),
860Z200US39750,ZCTA5 39750,1619,277,3.5,2.9,12.3,8.9,9.6,5.2,8.5,9.0,20.8,8.0,19.0,6.3,11.6,5.8,11.1,5.2,3.7,4.3,0.0,2.7,48019,5791,56778,7233,41.4,(X),(X),(X),(X),(X),1088,249,3.2,3.1,1.0,1.9,7.5,7.0,10.9,12.5,17.8,9.8,22.8,9.1,14.6,8.1,16.5,7.6,5.5,6.5,0.0,4.0,61596,9760,68471,11116,(X),(X),43.0,(X),(X),(X),780,175,1.9,2.5,0.0,5.6,4.2,4.4,0.4,0.9,17.3,11.2,26.2,11.0,19.2,11.0,23.1,10.1,7.7,8.6,0.0,5.6,75000,15226,N,N,(X),(X),(X),(X),(X),(X),531,192,7.0,8.1,35.4,21.4,13.7,10.7,3.4,3.1,23.9,16.5,11.1,10.0,5.5,8.0,0.0,8.1,0.0,8.1,0.0,8.1,21148,19927,31319,8393,(X),(X),(X),(X),38.2,(X),
860Z200US18229,ZCTA5 18229,3794,239,5.1,2.5,1.8,1.4,5.3,2.9,6.3,3.3,20.6,5.2,17.4,4.9,12.2,4.2,19.3,4.9,6.9,2.7,5.0,3.4,67642,7404,84615,7590,36.0,(X),(X),(X),(X),(X),2504,219,2.6,2.4,1.4,1.6,4.4,3.6,3.2,2.5,18.9,6.6,14.6,5.5,16.0,6.0,22.1,6.5,9.9,4.1,6.9,5.0,82433,7470,99439,10874,(X),(X),38.6,(X),(X),(X),1711,245,0.0,1.7,1.2,1.8,2.8,3.0,2.7,2.6,19.0,9.1,15.1,5.8,14.7,6.1,23.4,7.0,11.0,5.5,10.1,7.1,89727,13188,N,N,(X),(X),(X),(X),(X),(X),1290,249,13.3,7.5,2.7,2.9,6.0,3.3,12.3,8.3,22.9,8.6,27.1,9.5,7.4,6.2,5.9,4.1,0.9,1.7,1.4,2.1,44382,7223,49129,7445,(X),(X),(X),(X),29.8,(X),
860Z200US75254,ZCTA5 75254,12001,756,3.1,1.4,2.4,1.5,7.6,2.9,6.4,1.9,11.2,2.6,23.4,3.9,16.4,3.7,15.8,3.3,6.0,2.1,7.8,2.0,67903,5283,100007,8726,31.4,(X),(X),(X),(X),(X),4902,597,3.9,2.5,3.9,3.7,6.4,5.1,4.2,2.7,13.3,5.0,16.2,4.6,11.2,4.0,19.5,4.7,7.7,3.4,13.7,3.8,78094,8379,133059,18165,(X),(X),36.7,(X),(X),(X),3271,531,2.3,1.9,1.2,1.7,6.7,7.1,2.0,2.0,6.2,3.8,14.5,5.4,13.1,5.6,24.2,6.6,10.0,5.1,19.8,5.9,106985,19957,N,N,(X),(X),(X),(X),(X),(X),7099,691,4.2,2.3,2.2,1.6,7.2,3.5,8.5,3.0,11.1,3.3,25.1,5.7,20.3,5.5,13.6,4.9,4.1,2.2,3.6,2.1,63018,5431,75496,6071,(X),(X),(X),(X),27.6,(X),
860Z200US87724,ZCTA5 87724,10,15,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,-,**,N,N,0.0,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),10,15,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,-,**,N,N,(X),(X),(X),(X),0.0,(X),
860Z200US65681,ZCTA5 65681,925,234,2.9,3.5,3.8,3.6,13.3,9.0,7.2,6.1,12.8,7.2,33.2,14.0,5.0,4.4,16.2,9.4,5.6,5.3,0.0,3.4,58565,5841,66328,9884,31.7,(X),(X),(X),(X),(X),624,179,1.9,2.9,0.0,5.1,1.4,2.5,1.6,2.5,10.6,7.5,46.8,18.4,7.4,6.5,22.0,13.8,8.3,8.1,0.0,5.1,69038,11810,83361,13050,(X),(X),26.3,(X),(X),(X),585,176,0.0,5.4,0.0,5.4,0.0,5.4,1.7,2.7,11.3,7.9,46.8,19.3,7.9,7.0,23.4,14.6,8.9,8.6,0.0,5.4,73003,13576,N,N,(X),(X),(X),(X),(X),(X),301,131,9.0,11.0,7.6,10.1,37.9,21.8,18.9,17.1,17.3,15.0,5.0,8.5,0.0,10.2,4.3,6.7,0.0,10.2,0.0,10.2,24135,9665,30941,8716,(X),(X),(X),(X),38.9,(X),
860Z200US73945,ZCTA5 73945,856,172,16.4,11.6,1.6,2.3,6.9,4.8,11.6,6.5,14.5,6.5,13.4,6.1,10.4,4.7,19.4,6.9,4.4,2.9,1.4,2.0,48667,16422,63447,11792,48.6,(X),(X),(X),(X),(X),477,82,2.9,3.7,2.9,4.1,3.8,5.1,1.7,1.4,15.5,7.9,15.9,8.3,15.1,7.5,31.7,10.0,8.0,4.9,2.5,3.4,83264,19782,88752,12205,(X),(X),47.6,(X),(X),(X),403,83,3.0,4.4,3.5,4.9,3.5,5.5,1.0,1.5,11.7,8.3,16.4,9.3,12.7,7.2,37.5,11.1,7.9,5.6,3.0,4.0,97679,31866,N,N,(X),(X),(X),(X),(X),(X),379,151,33.2,22.3,0.0,6.4,11.9,8.7,24.8,14.5,12.4,9.4,10.3,8.1,3.4,4.3,4.0,4.9,0.0,6.4,0.0,6.4,28031,5869,30943,11359,(X),(X),(X),(X),49.9,(X),
860Z200US02119,ZCTA5 02119,11764,671,13.7,2.3,10.8,2.3,9.5,2.4,10.3,3.3,10.6,2.7,11.4,1.8,10.1,2.6,10.1,1.8,6.5,2.1,7.0,1.7,43255,8240,72999,6153,47.7,(X),(X),(X),(X),(X),5464,535,7.1,2.3,5.0,3.7,7.5,3.0,8.5,3.2,9.6,3.4,13.6,3.1,15.6,4.9,15.6,3.0,7.2,2.4,10.4,3.1,73381,9604,97234,10864,(X),(X),55.2,(X),(X),(X),2250,337,1.5,1.5,3.4,2.7,7.8,5.2,7.0,4.5,5.0,3.6,8.3,4.2,14.7,5.9,21.9,5.8,8.6,3.3,21.8,6.6,103592,10492,N,N,(X),(X),(X),(X),(X),(X),6300,549,19.5,4.1,18.0,3.7,11.2,3.1,10.1,4.5,11.4,4.4,9.6,2.7,6.3,1.8,5.4,1.9,5.8,3.2,2.8,1.6,27642,6773,48390,5715,(X),(X),(X),(X),38.7,(X),
860Z200US77535,ZCTA5 77535,10831,668,3.9,2.1,2.4,1.4,6.5,2.2,5.7,2.1,8.7,2.3,17.7,3.0,16.3,3.1,16.0,2.8,13.1,3.2,9.7,2.8,81407,5439,100329,6803,46.0,(X),(X),(X),(X),(X),8012,690,1.2,0.8,1.3,1.4,4.9,2.3,4.2,2.4,6.4,2.7,20.1,3.6,16.8,3.9,17.6,3.3,16.5,4.0,10.9,3.5,95677,7966,111200,8048,(X),(X),49.2,(X),(X),(X),6410,642,0.9,0.9,0.1,0.2,1.8,1.5,1.9,1.6,7.9,3.3,17.7,4.0,19.2,4.6,19.6,4.4,17.5,4.3,13.4,4.2,100724,15359,N,N,(X),(X),(X),(X),(X),(X),2819,393,12.0,7.6,5.7,3.6,12.4,4.9,11.8,5.1,15.3,5.9,11.5,4.3,13.0,6.5,10.5,5.0,4.9,3.4,2.9,3.7,43470,7749,61718,11564,(X),(X),(X),(X),33.9,(X),
860Z200US99692,ZCTA5 99692,114,47,0.0,19.6,0.9,1.9,0.9,2.3,0.0,19.6,6.1,5.8,14.0,8.7,22.8,16.9,31.6,16.9,5.3,7.1,18.4,13.3,101250,22297,129664,28910,27.2,(X),(X),(X),(X),(X),53,22,0.0,35.4,0.0,35.4,1.9,5.0,0.0,35.4,7.5,9.2,22.6,16.4,11.3,11.8,17.0,18.2,11.3,14.1,28.3,21.4,128594,45035,155711,48410,(X),(X),35.8,(X),(X),(X),36,19,0.0,43.3,0.0,43.3,0.0,43.3,0.0,43.3,0.0,43.3,11.1,14.8,16.7,16.7,25.0,24.9,16.7,19.4,30.6,26.5,138750,52202,N,N,(X),(X),(X),(X),(X),(X),61,36,0.0,32.3,1.6,3.6,0.0,32.3,0.0,32.3,4.9,7.0,13.1,12.1,32.8,27.0,37.7,25.3,0.0,32.3,9.8,14.5,84750,34690,103854,24485,(X),(X),(X),(X),19.7,(X),
860Z200US47432,ZCTA5 47432,1971,201,4.9,3.3,2.3,1.7,15.7,5.6,4.6,2.2,12.3,4.1,14.9,4.9,16.1,5.0,26.5,6.7,1.4,0.8,1.3,1.1,64162,9907,74692,7075,32.1,(X),(X),(X),(X),(X),1275,178,3.5,4.6,0.2,0.3,8.5,7.2,4.5,3.0,8.9,4.1,14.8,5.6,26.7,7.5,29.7,8.2,1.6,1.1,1.5,1.5,81150,5494,83124,8218,(X),(X),29.2,(X),(X),(X),860,134,0.0,4.3,0.0,4.3,3.3,3.2,3.3,3.5,7.2,4.9,16.3,6.9,24.7,8.2,41.3,10.2,1.9,1.5,2.2,2.3,90000,20467,N,N,(X),(X),(X),(X),(X),(X),696,136,7.3,4.0,6.0,4.4,28.9,11.2,4.7,2.5,20.5,10.5,18.4,8.9,8.9,8.0,3.7,3.9,0.6,0.8,0.9,0.9,40385,15301,49463,9396,(X),(X),(X),(X),22.6,(X),
860Z200US82327,ZCTA5 82327,353,106,6.5,7.0,3.1,2.9,2.5,3.0,3.1,3.9,14.7,9.3,32.9,18.3,22.9,12.8,2.0,4.0,11.0,8.2,1.1,1.7,56962,20801,73571,13490,18.7,(X),(X),(X),(X),(X),247,101,4.0,6.9,3.2,3.9,0.0,14.1,0.0,14.1,13.8,12.4,40.1,24.0,21.5,14.6,0.0,14.1,15.8,12.0,1.6,2.5,57482,38103,81724,18348,(X),(X),18.2,(X),(X),(X),186,88,0.0,18.2,0.0,18.2,0.0,18.2,0.0,18.2,1.1,1.9,47.3,30.1,28.5,21.4,0.0,18.2,21.0,16.5,2.2,3.3,82778,39214,N,N,(X),(X),(X),(X),(X),(X),106,39,12.3,15.7,2.8,3.9,8.5,10.6,10.4,12.9,17.0,16.7,16.0,14.9,26.4,22.6,6.6,13.6,0.0,29.0,0.0,29.0,47188,31791,54574,18815,(X),(X),(X),(X),19.8,(X),
860Z200US45335,ZCTA5 45335,2928,226,1.7,1.1,2.7,1.5,4.5,2.1,8.4,4.6,13.4,3.6,17.2,3.6,13.0,3.2,19.0,4.4,11.5,3.9,8.5,2.6,78942,7383,108963,13985,34.2,(X),(X),(X),(X),(X),2116,186,1.6,1.9,1.0,1.1,2.8,2.2,4.3,4.0,10.2,3.9,17.0,4.9,16.0,4.4,23.4,5.6,14.3,5.2,9.4,3.3,93462,14283,123427,17650,(X),(X),31.2,(X),(X),(X),1844,198,0.0,2.0,1.1,1.3,0.9,1.0,4.9,4.5,8.6,3.8,16.4,5.1,16.6,4.9,25.1,6.2,15.6,5.9,10.8,3.8,101107,5571,N,N,(X),(X),(X),(X),(X),(X),812,163,5.8,4.1,7.1,5.0,6.5,4.3,19.2,12.4,22.9,8.9,17.1,6.5,4.8,2.9,5.8,3.7,4.9,4.7,5.8,5.9,42712,7184,67894,21126,(X),(X),(X),(X),36.6,(X),
860Z200US11977,ZCTA5 11977,1021,170,0.2,0.4,0.0,3.8,3.6,2.6,2.5,2.4,3.6,2.8,9.9,6.3,6.7,3.5,22.6,9.8,25.0,11.4,25.9,9.2,156406,42616,197773,39275,45.4,(X),(X),(X),(X),(X),813,157,0.0,4.8,0.0,4.8,2.0,2.2,0.0,4.8,3.2,3.0,5.9,6.3,6.2,3.6,24.5,11.8,31.4,13.6,26.9,10.7,168602,13689,217948,45864,(X),(X),49.1,(X),(X),(X),772,161,0.0,5.0,0.0,5.0,2.1,2.3,0.0,5.0,3.4,3.2,6.2,6.6,6.5,3.9,25.8,12.4,30.7,14.1,25.4,10.7,167928,26349,N,N,(X),(X),(X),(X),(X),(X),208,81,1.0,1.7,0.0,17.4,10.1,9.5,12.5,11.2,5.3,7.8,25.5,16.2,8.7,9.4,15.4,10.6,0.0,17.4,21.6,13.5,68269,29578,118919,38096,(X),(X),(X),(X),31.3,(X),
860Z200US33931,ZCTA5 33931,4630,306,6.1,2.3,1.7,1.0,4.7,1.5,9.7,4.5,9.4,2.7,15.8,3.6,13.5,2.8,15.4,2.7,8.5,2.2,15.2,3.1,80438,9286,125421,14180,42.5,(X),(X),(X),(X),(X),2683,204,2.2,1.7,0.7,0.7,2.3,1.4,3.3,1.8,10.2,3.7,15.7,4.3,10.1,2.7,21.4,3.8,14.0,3.7,20.1,3.9,112483,11885,159792,19187,(X),(X),41.8,(X),(X),(X),2555,195,1.6,1.4,0.7,0.8,2.2,1.4,3.5,1.9,10.3,3.9,14.8,4.2,10.6,2.8,21.4,3.9,14.7,4.0,20.2,4.0,114850,15261,N,N,(X),(X),(X),(X),(X),(X),1947,303,11.4,4.9,3.1,2.2,7.9,3.0,18.4,9.5,8.3,3.1,16.0,5.5,18.2,5.7,7.1,3.8,2.7,1.7,6.8,3.1,51964,15120,77081,17081,(X),(X),(X),(X),41.2,(X),
860Z200US00727,ZCTA5 00727,20559,810,14.3,1.9,9.8,1.8,15.6,2.0,12.3,1.9,13.0,2.2,13.5,2.0,7.8,1.7,7.1,1.2,2.9,0.9,3.8,1.2,33403,2532,54054,3907,42.6,(X),(X),(X),(X),(X),14051,816,11.0,2.5,6.9,1.7,15.1,2.4,11.6,2.3,13.4,2.6,15.8,2.4,9.6,2.0,8.0,1.7,3.4,1.4,5.2,1.6,39695,3828,62713,4996,(X),(X),44.6,(X),(X),(X),8335,653,5.8,2.3,5.9,2.1,11.9,2.9,9.0,2.7,13.4,3.1,18.5,3.7,12.0,3.0,10.4,2.7,5.3,2.3,7.7,2.4,53198,3107,N,N,(X),(X),(X),(X),(X),(X),6508,554,23.1,4.2,17.7,4.3,17.0,3.8,15.4,3.9,10.2,3.1,6.8,2.4,2.9,2.1,5.4,2.6,1.0,1.3,0.3,0.5,20576,2734,31186,3771,(X),(X),(X),(X),35.4,(X),
860Z200US21402,ZCTA5 21402,358,167,0.0,11.2,0.0,11.2,1.4,2.0,1.7,2.7,8.7,8.6,36.9,26.1,5.0,6.5,30.4,18.1,8.1,6.2,7.8,6.6,85893,68160,105519,21440,36.3,(X),(X),(X),(X),(X),260,147,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,4.6,5.9,47.3,30.9,6.9,9.1,24.6,16.5,7.3,7.1,9.2,8.8,74107,71135,108376,29417,(X),(X),21.5,(X),(X),(X),245,148,0.0,15.9,0.0,15.9,0.0,15.9,0.0,15.9,4.9,6.3,50.2,31.5,7.3,9.8,20.0,15.4,7.8,7.7,9.8,9.5,72768,56902,N,N,(X),(X),(X),(X),(X),(X),98,69,0.0,33.6,0.0,33.6,5.1,8.9,6.1,10.7,19.4,28.2,9.2,14.7,0.0,33.6,51.0,37.2,5.1,8.5,4.1,7.4,117838,96345,95388,26357,(X),(X),(X),(X),70.4,(X),
860Z200US72958,ZCTA5 72958,2575,252,5.6,3.0,10.8,4.3,8.0,3.3,17.6,4.7,15.5,4.6,19.9,5.9,7.8,3.1,8.2,3.3,5.2,3.1,1.4,1.4,43655,6021,56589,5773,52.3,(X),(X),(X),(X),(X),1734,223,3.1,2.9,1.4,1.3,4.4,3.1,17.0,5.8,16.4,5.8,27.2,8.6,9.7,4.3,11.4,4.5,7.4,4.5,2.0,2.1,56629,7743,70676,7704,(X),(X),58.1,(X),(X),(X),1319,220,2.5,2.6,0.8,1.0,3.3,2.7,18.5,7.4,13.1,6.1,25.2,9.3,11.1,5.3,13.1,5.7,9.7,5.9,2.7,2.8,59505,13319,N,N,(X),(X),(X),(X),(X),(X),841,154,10.7,6.0,30.2,11.6,19.5,8.7,17.1,9.1,13.7,7.4,5.1,5.1,2.9,3.0,0.8,1.5,0.0,4.4,0.0,4.4,20955,5673,25655,4412,(X),(X),(X),(X),37.3,(X),
860Z200US29732,ZCTA5 29732,23630,878,3.5,1.3,2.3,0.8,5.7,1.5,5.9,1.5,10.8,2.0,19.2,2.5,12.8,1.9,20.2,2.8,11.6,1.9,8.0,1.3,79936,5527,101151,4672,29.8,(X),(X),(X),(X),(X),15635,805,1.7,0.9,1.2,0.8,2.3,1.1,3.4,1.1,7.8,1.8,15.6,2.7,13.7,2.4,26.6,3.5,16.6,2.7,11.0,1.9,109338,6254,122748,5635,(X),(X),29.3,(X),(X),(X),12000,797,1.0,0.8,0.5,0.4,0.5,0.4,1.3,0.6,5.5,1.6,12.7,2.8,13.1,2.7,30.9,4.3,20.4,3.2,14.1,2.4,126278,7770,N,N,(X),(X),(X),(X),(X),(X),7995,711,7.6,3.5,4.3,1.9,12.3,3.8,12.6,3.6,18.2,4.0,24.7,4.4,11.2,3.0,5.8,2.3,1.8,1.2,1.6,0.9,44747,4829,55792,5287,(X),(X),(X),(X),29.9,(X),
860Z200US54447,ZCTA5 54447,199,33,4.5,3.5,6.5,4.2,8.5,4.5,9.0,4.7,18.6,5.5,12.6,4.8,16.6,6.6,19.1,5.9,2.5,3.0,2.0,1.6,60208,12245,69911,7214,43.2,(X),(X),(X),(X),(X),124,30,0.8,1.5,4.0,3.9,2.4,1.9,8.1,7.8,12.1,5.3,15.3,7.0,24.2,11.0,27.4,8.8,4.0,4.4,1.6,1.4,80000,9381,83247,8358,(X),(X),45.2,(X),(X),(X),107,29,0.0,18.8,0.9,1.5,2.8,2.1,5.6,4.4,12.1,6.2,14.0,7.1,26.2,11.3,31.8,9.9,4.7,4.9,1.9,1.6,85875,4883,N,N,(X),(X),(X),(X),(X),(X),75,18,10.7,8.5,10.7,8.1,18.7,10.1,10.7,6.1,29.3,12.0,9.3,11.9,6.7,7.7,1.3,2.1,0.0,25.5,2.7,3.1,34375,8518,45873,12649,(X),(X),(X),(X),40.0,(X),
860Z200US94551,ZCTA5 94551,14199,501,2.9,1.6,1.5,1.0,2.3,1.0,3.3,1.1,5.6,1.9,10.7,2.7,10.2,2.5,21.0,3.2,13.0,2.1,29.3,2.9,130705,11367,158250,7058,34.0,(X),(X),(X),(X),(X),9863,528,1.3,1.4,0.2,0.3,1.5,1.0,2.8,2.0,6.4,3.0,7.3,2.2,7.8,2.1,21.2,3.6,15.9,2.8,35.7,3.9,153313,8978,177140,9300,(X),(X),34.8,(X),(X),(X),8165,552,1.5,1.6,0.2,0.3,1.1,0.8,3.1,2.3,2.4,1.5,5.7,2.1,8.0,2.4,21.6,4.1,15.3,3.1,41.1,4.4,164334,13584,N,N,(X),(X),(X),(X),(X),(X),4336,552,8.3,4.7,4.4,3.3,4.2,2.5,6.7,2.7,8.2,4.3,13.9,4.8,15.1,7.0,21.1,5.5,5.7,2.6,12.4,3.9,77069,5097,106900,14128,(X),(X),(X),(X),27.9,(X),
860Z200US67639,ZCTA5 67639,57,23,0.0,37.7,1.8,5.7,1.8,4.2,3.5,6.9,19.3,16.1,12.3,14.2,21.1,20.9,22.8,16.2,10.5,11.2,7.0,8.5,81250,17961,99733,21129,38.6,(X),(X),(X),(X),(X),45,23,0.0,42.5,0.0,42.5,0.0,42.5,6.7,10.4,4.4,8.6,15.6,18.0,24.4,25.6,26.7,19.4,13.3,14.5,8.9,11.3,-,**,112789,25336,(X),(X),28.9,(X),(X),(X),43,22,0.0,43.5,0.0,43.5,0.0,43.5,2.3,6.4,4.7,9.1,16.3,18.7,25.6,26.3,27.9,20.7,14.0,15.1,9.3,11.8,122708,89104,N,N,(X),(X),(X),(X),(X),(X),12,11,0.0,82.3,8.3,26.3,8.3,20.2,0.0,82.3,66.7,43.1,0.0,82.3,8.3,16.4,8.3,17.2,0.0,82.3,0.0,82.3,46250,1021,49258,16302,(X),(X),(X),(X),75.0,(X),
